"","ID","target","site","sample_type","sampling","plant","site2","x","y","y_m","x_m"
"NF_0365","NF_0365","fungi","96","root","root","Larix","p096",36.52096,138.34919,-132921.272,58826.592
"NF_0366","NF_0366","fungi","96","root","root","Betula","p096",36.52096,138.34919,-132921.272,58826.592
"NF_0367","NF_0367","fungi","96","root","root","Betula","p096",36.52096,138.34919,-132921.272,58826.592
"NF_0368","NF_0368","fungi","96","root","root","Betula","p096",36.52096,138.34919,-132921.272,58826.592
"NF_0369","NF_0369","fungi","97","root","root","Larix","p097",36.52103,138.34912,-132927.422,58834.456
"NF_0370","NF_0370","fungi","97","root","root","Larix","p097",36.52103,138.34912,-132927.422,58834.456
"NF_0371","NF_0371","fungi","97","root","root","Larix","p097",36.52103,138.34912,-132927.422,58834.456
"NF_0373","NF_0373","fungi","97","root","root","Larix","p097",36.52103,138.34912,-132927.422,58834.456
"NF_0374","NF_0374","fungi","97","root","root","Juglans","p097",36.52103,138.34912,-132927.422,58834.456
"NF_0375","NF_0375","fungi","97","root","root","Juglans","p097",36.52103,138.34912,-132927.422,58834.456
"NF_0377","NF_0377","fungi","98","root","root","Unidentified","p098",36.52111,138.34903,-132935.346,58843.458
"NF_0378","NF_0378","fungi","98","root","root","Unidentified","p098",36.52111,138.34903,-132935.346,58843.458
"NF_0379","NF_0379","fungi","98","root","root","Unidentified","p098",36.52111,138.34903,-132935.346,58843.458
"NF_0380","NF_0380","fungi","98","root","root","Larix","p098",36.52111,138.34903,-132935.346,58843.458
"NF_0381","NF_0381","fungi","98","root","root","Larix","p098",36.52111,138.34903,-132935.346,58843.458
"NF_0382","NF_0382","fungi","98","root","root","Larix","p098",36.52111,138.34903,-132935.346,58843.458
"NF_0383","NF_0383","fungi","98","root","root","Larix","p098",36.52111,138.34903,-132935.346,58843.458
"NF_0384","NF_0384","fungi","98","root","root","Unidentified","p098",36.52111,138.34903,-132935.346,58843.458
"NF_0385","NF_0385","fungi","99","root","root","Larix","p099",36.52114,138.34906,-132932.608,58846.746
"NF_0386","NF_0386","fungi","99","root","root","Larix","p099",36.52114,138.34906,-132932.608,58846.746
"NF_0387","NF_0387","fungi","99","root","root","Larix","p099",36.52114,138.34906,-132932.608,58846.746
"NF_0388","NF_0388","fungi","99","root","root","Unidentified","p099",36.52114,138.34906,-132932.608,58846.746
"NF_0389","NF_0389","fungi","99","root","root","Larix","p099",36.52114,138.34906,-132932.608,58846.746
"NF_0390","NF_0390","fungi","99","root","root","Larix","p099",36.52114,138.34906,-132932.608,58846.746
"NF_0391","NF_0391","fungi","99","root","root","Larix","p099",36.52114,138.34906,-132932.608,58846.746
"NF_0392","NF_0392","fungi","99","root","root","Larix","p099",36.52114,138.34906,-132932.608,58846.746
"NF_0393","NF_0393","fungi","100","root","root","Larix","p100",36.52122,138.34904,-132934.262,58855.651
"NF_0394","NF_0394","fungi","100","root","root","Larix","p100",36.52122,138.34904,-132934.262,58855.651
"NF_0395","NF_0395","fungi","100","root","root","Larix","p100",36.52122,138.34904,-132934.262,58855.651
"NF_0396","NF_0396","fungi","100","root","root","Larix","p100",36.52122,138.34904,-132934.262,58855.651
"NF_0397","NF_0397","fungi","100","root","root","Pinus","p100",36.52122,138.34904,-132934.262,58855.651
"NF_0398","NF_0398","fungi","100","root","root","Larix","p100",36.52122,138.34904,-132934.262,58855.651
"NF_0399","NF_0399","fungi","100","root","root","Larix","p100",36.52122,138.34904,-132934.262,58855.651
"NF_0400","NF_0400","fungi","100","root","root","Larix","p100",36.52122,138.34904,-132934.262,58855.651
"NF_0401","NF_0401","fungi","101","root","root","Larix","p101",36.52128,138.34901,-132936.846,58862.351
"NF_0402","NF_0402","fungi","101","root","root","Pinus","p101",36.52128,138.34901,-132936.846,58862.351
"NF_0403","NF_0403","fungi","101","root","root","Larix","p101",36.52128,138.34901,-132936.846,58862.351
"NF_0404","NF_0404","fungi","101","root","root","Larix","p101",36.52128,138.34901,-132936.846,58862.351
"NF_0405","NF_0405","fungi","101","root","root","Larix","p101",36.52128,138.34901,-132936.846,58862.351
"NF_0406","NF_0406","fungi","101","root","root","Pinus","p101",36.52128,138.34901,-132936.846,58862.351
"NF_0407","NF_0407","fungi","101","root","root","Larix","p101",36.52128,138.34901,-132936.846,58862.351
"NF_0408","NF_0408","fungi","101","root","root","Larix","p101",36.52128,138.34901,-132936.846,58862.351
"NF_0409","NF_0409","fungi","103","root","root","Betula","p103",36.52146,138.34905,-132932.956,58882.27
"NF_0410","NF_0410","fungi","103","root","root","Betula","p103",36.52146,138.34905,-132932.956,58882.27
"NF_0411","NF_0411","fungi","103","root","root","Betula","p103",36.52146,138.34905,-132932.956,58882.27
"NF_0412","NF_0412","fungi","103","root","root","Unidentified","p103",36.52146,138.34905,-132932.956,58882.27
"NF_0413","NF_0413","fungi","103","root","root","Betula","p103",36.52146,138.34905,-132932.956,58882.27
"NF_0414","NF_0414","fungi","103","root","root","Betula","p103",36.52146,138.34905,-132932.956,58882.27
"NF_0415","NF_0415","fungi","103","root","root","Betula","p103",36.52146,138.34905,-132932.956,58882.27
"NF_0416","NF_0416","fungi","103","root","root","Betula","p103",36.52146,138.34905,-132932.956,58882.27
"NF_0417","NF_0417","fungi","104","root","root","Pinus","p104",36.52152,138.34908,-132930.166,58888.886
"NF_0419","NF_0419","fungi","104","root","root","Pinus","p104",36.52152,138.34908,-132930.166,58888.886
"NF_0420","NF_0420","fungi","104","root","root","Pinus","p104",36.52152,138.34908,-132930.166,58888.886
"NF_0421","NF_0421","fungi","104","root","root","Pinus","p104",36.52152,138.34908,-132930.166,58888.886
"NF_0422","NF_0422","fungi","104","root","root","Pinus","p104",36.52152,138.34908,-132930.166,58888.886
"NF_0423","NF_0423","fungi","104","root","root","Pinus","p104",36.52152,138.34908,-132930.166,58888.886
"NF_0424","NF_0424","fungi","104","root","root","Pinus","p104",36.52152,138.34908,-132930.166,58888.886
"NF_0425","NF_0425","fungi","105","root","root","Betula","p105",36.52162,138.34895,-132941.638,58900.163
"NF_0426","NF_0426","fungi","105","root","root","Betula","p105",36.52162,138.34895,-132941.638,58900.163
"NF_0427","NF_0427","fungi","105","root","root","Betula","p105",36.52162,138.34895,-132941.638,58900.163
"NF_0428","NF_0428","fungi","105","root","root","Betula","p105",36.52162,138.34895,-132941.638,58900.163
"NF_0429","NF_0429","fungi","105","root","root","Betula","p105",36.52162,138.34895,-132941.638,58900.163
"NF_0430","NF_0430","fungi","105","root","root","Betula","p105",36.52162,138.34895,-132941.638,58900.163
"NF_0431","NF_0431","fungi","105","root","root","Betula","p105",36.52162,138.34895,-132941.638,58900.163
"NF_0432","NF_0432","fungi","105","root","root","Betula","p105",36.52162,138.34895,-132941.638,58900.163
"NF_0433","NF_0433","fungi","106","root","root","Juglans","p106",36.52143,138.34888,-132948.233,58879.175
"NF_0434","NF_0434","fungi","106","root","root","Juglans","p106",36.52143,138.34888,-132948.233,58879.175
"NF_0435","NF_0435","fungi","106","root","root","Juglans","p106",36.52143,138.34888,-132948.233,58879.175
"NF_0436","NF_0436","fungi","106","root","root","Juglans","p106",36.52143,138.34888,-132948.233,58879.175
"NF_0437","NF_0437","fungi","106","root","root","Juglans","p106",36.52143,138.34888,-132948.233,58879.175
"NF_0438","NF_0438","fungi","106","root","root","Juglans","p106",36.52143,138.34888,-132948.233,58879.175
"NF_0439","NF_0439","fungi","106","root","root","Juglans","p106",36.52143,138.34888,-132948.233,58879.175
"NF_0440","NF_0440","fungi","106","root","root","Juglans","p106",36.52143,138.34888,-132948.233,58879.175
"NF_0441","NF_0441","fungi","107","root","root","Acer","p107",36.52185,138.34958,-132884.818,58924.815
"NF_0442","NF_0442","fungi","107","root","root","Acer","p107",36.52185,138.34958,-132884.818,58924.815
"NF_0443","NF_0443","fungi","107","root","root","Acer","p107",36.52185,138.34958,-132884.818,58924.815
"NF_0444","NF_0444","fungi","107","root","root","Pinus","p107",36.52185,138.34958,-132884.818,58924.815
"NF_0445","NF_0445","fungi","107","root","root","Acer","p107",36.52185,138.34958,-132884.818,58924.815
"NF_0446","NF_0446","fungi","107","root","root","Pinus","p107",36.52185,138.34958,-132884.818,58924.815
"NF_0447","NF_0447","fungi","107","root","root","Acer","p107",36.52185,138.34958,-132884.818,58924.815
"NF_0448","NF_0448","fungi","107","root","root","Acer","p107",36.52185,138.34958,-132884.818,58924.815
"NF_0449","NF_0449","fungi","108","root","root","Vitis","p108",36.52193,138.34974,-132870.351,58933.472
"NF_0450","NF_0450","fungi","108","root","root","Pinus","p108",36.52193,138.34974,-132870.351,58933.472
"NF_0451","NF_0451","fungi","108","root","root","Pinus","p108",36.52193,138.34974,-132870.351,58933.472
"NF_0452","NF_0452","fungi","108","root","root","Pinus","p108",36.52193,138.34974,-132870.351,58933.472
"NF_0453","NF_0453","fungi","108","root","root","Pinus","p108",36.52193,138.34974,-132870.351,58933.472
"NF_0454","NF_0454","fungi","108","root","root","Pinus","p108",36.52193,138.34974,-132870.351,58933.472
"NF_0455","NF_0455","fungi","108","root","root","Vitis","p108",36.52193,138.34974,-132870.351,58933.472
"NF_0457","NF_0457","fungi","109","root","root","Pinus","p109",36.52198,138.34985,-132860.413,58938.869
"NF_0458","NF_0458","fungi","109","root","root","Pinus","p109",36.52198,138.34985,-132860.413,58938.869
"NF_0459","NF_0459","fungi","109","root","root","Pinus","p109",36.52198,138.34985,-132860.413,58938.869
"NF_0460","NF_0460","fungi","109","root","root","Pinus","p109",36.52198,138.34985,-132860.413,58938.869
"NF_0461","NF_0461","fungi","109","root","root","Pinus","p109",36.52198,138.34985,-132860.413,58938.869
"NF_0462","NF_0462","fungi","109","root","root","Pinus","p109",36.52198,138.34985,-132860.413,58938.869
"NF_0463","NF_0463","fungi","109","root","root","Pinus","p109",36.52198,138.34985,-132860.413,58938.869
"NF_0464","NF_0464","fungi","109","root","root","Pinus","p109",36.52198,138.34985,-132860.413,58938.869
"NF_0465","NF_0465","fungi","110","root","root","Prunus","p110",36.52211,138.34968,-132875.417,58953.529
"NF_0466","NF_0466","fungi","110","root","root","Prunus","p110",36.52211,138.34968,-132875.417,58953.529
"NF_0467","NF_0467","fungi","110","root","root","Prunus","p110",36.52211,138.34968,-132875.417,58953.529
"NF_0469","NF_0469","fungi","110","root","root","Populus","p110",36.52211,138.34968,-132875.417,58953.529
"NF_0470","NF_0470","fungi","110","root","root","Prunus","p110",36.52211,138.34968,-132875.417,58953.529
"NF_0471","NF_0471","fungi","110","root","root","Prunus","p110",36.52211,138.34968,-132875.417,58953.529
"NF_0472","NF_0472","fungi","110","root","root","Populus","p110",36.52211,138.34968,-132875.417,58953.529
"NF_0473","NF_0473","fungi","111","root","root","Juglans","p111",36.52176,138.34925,-132914.529,58915.284
"NF_0474","NF_0474","fungi","111","root","root","Juglans","p111",36.52176,138.34925,-132914.529,58915.284
"NF_0475","NF_0475","fungi","111","root","root","Juglans","p111",36.52176,138.34925,-132914.529,58915.284
"NF_0477","NF_0477","fungi","111","root","root","Juglans","p111",36.52176,138.34925,-132914.529,58915.284
"NF_0478","NF_0478","fungi","111","root","root","Juglans","p111",36.52176,138.34925,-132914.529,58915.284
"NF_0479","NF_0479","fungi","111","root","root","Juglans","p111",36.52176,138.34925,-132914.529,58915.284
"NF10_001","NF10_001","fungi","25","root","root","Acer","p025",36.52214,138.3502,-132828.792,58956.141
"NF10_002","NF10_002","fungi","25","root","root","Acer","p025",36.52214,138.3502,-132828.792,58956.141
"NF10_003","NF10_003","fungi","25","root","root","Acer","p025",36.52214,138.3502,-132828.792,58956.141
"NF10_004","NF10_004","fungi","25","root","root","Acer","p025",36.52214,138.3502,-132828.792,58956.141
"NF10_005","NF10_005","fungi","25","root","root","Acer","p025",36.52214,138.3502,-132828.792,58956.141
"NF10_006","NF10_006","fungi","25","root","root","Acer","p025",36.52214,138.3502,-132828.792,58956.141
"NF10_008","NF10_008","fungi","26","root","root","Acer","p026",36.52218,138.35029,-132820.662,58960.455
"NF10_009","NF10_009","fungi","26","root","root","Pinus","p026",36.52218,138.35029,-132820.662,58960.455
"NF10_011","NF10_011","fungi","26","root","root","Pinus","p026",36.52218,138.35029,-132820.662,58960.455
"NF10_012","NF10_012","fungi","26","root","root","Pinus","p026",36.52218,138.35029,-132820.662,58960.455
"NF10_014","NF10_014","fungi","26","root","root","Acer","p026",36.52218,138.35029,-132820.662,58960.455
"NF10_016","NF10_016","fungi","26","root","root","Pinus","p026",36.52218,138.35029,-132820.662,58960.455
"NF10_017","NF10_017","fungi","27","root","root","Acer","p027",36.52208,138.35039,-132811.877,58949.22
"NF10_018","NF10_018","fungi","27","root","root","Acer","p027",36.52208,138.35039,-132811.877,58949.22
"NF10_019","NF10_019","fungi","27","root","root","Acer","p027",36.52208,138.35039,-132811.877,58949.22
"NF10_020","NF10_020","fungi","27","root","root","Acer","p027",36.52208,138.35039,-132811.877,58949.22
"NF10_021","NF10_021","fungi","27","root","root","Acer","p027",36.52208,138.35039,-132811.877,58949.22
"NF10_022","NF10_022","fungi","27","root","root","Acer","p027",36.52208,138.35039,-132811.877,58949.22
"NF10_024","NF10_024","fungi","27","root","root","Acer","p027",36.52208,138.35039,-132811.877,58949.22
"NF10_027","NF10_027","fungi","28","root","root","Pinus","p028",36.5221,138.35047,-132804.677,58951.329
"NF10_028","NF10_028","fungi","28","root","root","Pinus","p028",36.5221,138.35047,-132804.677,58951.329
"NF10_029","NF10_029","fungi","28","root","root","Pinus","p028",36.5221,138.35047,-132804.677,58951.329
"NF10_030","NF10_030","fungi","28","root","root","Pinus","p028",36.5221,138.35047,-132804.677,58951.329
"NF10_032","NF10_032","fungi","28","root","root","Pinus","p028",36.5221,138.35047,-132804.677,58951.329
"NF10_034","NF10_034","fungi","29","root","root","Betula","p029",36.52083,138.34919,-132921.494,58812.166
"NF10_035","NF10_035","fungi","29","root","root","Larix","p029",36.52083,138.34919,-132921.494,58812.166
"NF10_036","NF10_036","fungi","29","root","root","Pinus","p029",36.52083,138.34919,-132921.494,58812.166
"NF10_037","NF10_037","fungi","29","root","root","Larix","p029",36.52083,138.34919,-132921.494,58812.166
"NF10_038","NF10_038","fungi","29","root","root","Larix","p029",36.52083,138.34919,-132921.494,58812.166
"NF10_039","NF10_039","fungi","29","root","root","Larix","p029",36.52083,138.34919,-132921.494,58812.166
"NF10_041","NF10_041","fungi","30","root","root","Betula","p030",36.52085,138.34917,-132923.251,58814.413
"NF10_042","NF10_042","fungi","30","root","root","Betula","p030",36.52085,138.34917,-132923.251,58814.413
"NF10_043","NF10_043","fungi","30","root","root","Betula","p030",36.52085,138.34917,-132923.251,58814.413
"NF10_044","NF10_044","fungi","30","root","root","Betula","p030",36.52085,138.34917,-132923.251,58814.413
"NF10_045","NF10_045","fungi","30","root","root","Betula","p030",36.52085,138.34917,-132923.251,58814.413
"NF10_046","NF10_046","fungi","30","root","root","Betula","p030",36.52085,138.34917,-132923.251,58814.413
"NF10_047","NF10_047","fungi","30","root","root","Betula","p030",36.52085,138.34917,-132923.251,58814.413
"NF10_048","NF10_048","fungi","30","root","root","Betula","p030",36.52085,138.34917,-132923.251,58814.413
"NF10_052","NF10_052","fungi","30","root","root","Betula","p030",36.52085,138.34917,-132923.251,58814.413
"NF10_054","NF10_054","fungi","30","root","root","Larix","p030",36.52085,138.34917,-132923.251,58814.413
"NF10_055","NF10_055","fungi","30","root","root","Larix","p030",36.52085,138.34917,-132923.251,58814.413
"NF10_056","NF10_056","fungi","30","root","root","Larix","p030",36.52085,138.34917,-132923.251,58814.413
"NF10_057","NF10_057","fungi","31","root","root","Betula","p031",36.5209,138.34916,-132924.062,58819.975
"NF10_058","NF10_058","fungi","31","root","root","Betula","p031",36.5209,138.34916,-132924.062,58819.975
"NF10_059","NF10_059","fungi","31","root","root","Betula","p031",36.5209,138.34916,-132924.062,58819.975
"NF10_060","NF10_060","fungi","31","root","root","Betula","p031",36.5209,138.34916,-132924.062,58819.975
"NF10_061","NF10_061","fungi","31","root","root","Betula","p031",36.5209,138.34916,-132924.062,58819.975
"NF10_062","NF10_062","fungi","31","root","root","Betula","p031",36.5209,138.34916,-132924.062,58819.975
"NF10_063","NF10_063","fungi","31","root","root","Betula","p031",36.5209,138.34916,-132924.062,58819.975
"NF10_064","NF10_064","fungi","31","root","root","Betula","p031",36.5209,138.34916,-132924.062,58819.975
"NF10_068","NF10_068","fungi","31","root","root","Acer","p031",36.5209,138.34916,-132924.062,58819.975
"NF10_069","NF10_069","fungi","31","root","root","Picea","p031",36.5209,138.34916,-132924.062,58819.975
"NF10_071","NF10_071","fungi","31","root","root","Acer","p031",36.5209,138.34916,-132924.062,58819.975
"NF10_073","NF10_073","fungi","32","root","root","Juglans","p032",36.52094,138.34909,-132930.263,58824.511
"NF10_074","NF10_074","fungi","32","root","root","Juglans","p032",36.52094,138.34909,-132930.263,58824.511
