"","Kingdom","Phylum","Class","Order","Family","Genus","Species","Guild"
"X_13177","Fungi","Ascomycota","Pezizomycotina_cls_Incertae_sedis","Pezizomycotina_ord_Incertae_sedis","Pezizomycotina_fam_Incertae_sedis","Tricellula","Unidentified","Unassigned"
"X_13192","Fungi","Basidiomycota","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_13248","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_13252","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Coprinus","Unidentified","Unassigned"
"X_13276","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Lunasporangiospora","selenospora","Unassigned"
"X_13284","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_13288","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_13320","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_13353","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_13366","Fungi","Basidiomycota","Agaricomycetes","Boletales","Suillaceae","Suillus","granulatus","EcMF"
"X_13420","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Cercozoa_ord_Incertae_sedis","Cercozoa_fam_Incertae_sedis","Cercozoa_gen_Incertae_sedis","Unidentified","Unidentified"
"X_13465","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Cistella","Unidentified","Unassigned"
"X_13466","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","Rhizophydiales_fam_Incertae_sedis","Rhizophydiales_gen_Incertae_sedis","Unidentified","Unidentified"
"X_13494","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_13523","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","malicorius","EcMF"
"X_13541","Fungi","Basidiomycota","Microbotryomycetes","Microbotryales","Microbotryales_fam_Incertae_sedis","Microbotryales_gen_Incertae_sedis","Unidentified","Unidentified"
"X_13557","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Unidentified","Unidentified","Unidentified","Unidentified"
"X_13569","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Cercozoa_ord_Incertae_sedis","Cercozoa_fam_Incertae_sedis","Cercozoa_gen_Incertae_sedis","Unidentified","Unidentified"
"X_13641","Fungi","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_13662","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Flagelloscypha","Unidentified","Unassigned"
"X_13708","Fungi","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_13727","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_13835","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_13846","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","Rhizophydiales_fam_Incertae_sedis","Rhizophydiales_gen_Incertae_sedis","Unidentified","Unidentified"
"X_13856","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Volutella","Unidentified","Unassigned"
"X_13877","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_13911","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Thanatephorus","Unidentified","Unassigned"
"X_13913","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_13920","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_13928","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Unidentified","Unidentified","Unidentified","Unidentified"
"X_13984","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","virescens","EcMF"
"X_14000","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Sebacinaceae","Efibulobasidium","albescens","Unassigned"
"X_14099","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Unidentified","Unidentified","Unidentified","Unidentified"
"X_14126","Fungi","Ascomycota","Dothideomycetes","Venturiales","Sympoventuriaceae","Unidentified","Unidentified","Unidentified"
"X_14131","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_14145","Fungi","Kickxellomycota","Ramicandelaberomycetes","Ramicandelaberales","Ramicandelaberales_fam_Incertae_sedis","Ramicandelaberales_gen_Incertae_sedis","Unidentified","Unidentified"
"X_14197","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Chaetothyriaceae","Camptophora","hylomeconis","Unassigned"
"X_14204","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_14229","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae","Lycoperdon","subincarnatum","Unassigned"
"X_14245","Fungi","Ascomycota","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_14254","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_14256","Fungi","Ascomycota","Leotiomycetes","Helotiales","Unidentified","Unidentified","Unidentified","Unidentified"
"X_14278","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_14283","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Auriculariales_fam_Incertae_sedis","Renatobasidium","Unidentified","Unassigned"
"X_14307","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_14308","Fungi","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_14319","Viridiplantae","Anthophyta","Eudicotyledonae","Fagales","Betulaceae","Betula","nigra","Unassigned"
"X_14367","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Unidentified","EcMF"
"X_14372","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_14400","Fungi","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_14403","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Serendipitaceae","Serendipita","Unidentified","Endophyte"
"X_14417","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Cercozoa_ord_Incertae_sedis","Cercozoa_fam_Incertae_sedis","Cercozoa_gen_Incertae_sedis","Unidentified","Unidentified"
"X_14426","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_14440","Fungi","Basidiomycota","Agaricomycetes","Agaricomycetes_ord_Incertae_sedis","Agaricomycetes_fam_Incertae_sedis","Xenasmatella","vaga","Unassigned"
"X_14465","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiomycetes_ord_Incertae_sedis","Rhizophydiomycetes_fam_Incertae_sedis","Rhizophydiomycetes_gen_Incertae_sedis","Unidentified","Unidentified"
"X_14467","Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron","Unidentified","Endophyte"
"X_14559","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Unidentified","Unidentified","Unidentified","Unidentified"
"X_14576","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor","abundans","Unassigned"
"X_14584","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_14590","Metazoa","Arthropoda","Arthropoda_cls_Incertae_sedis","Arthropoda_ord_Incertae_sedis","Arthropoda_fam_Incertae_sedis","Arthropoda_gen_Incertae_sedis","Unidentified","Unidentified"
"X_14670","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Linnemannia","amoeboidea","Unassigned"
"X_14686","Fungi","Ascomycota","Leotiomycetes","Helotiales","Unidentified","Unidentified","Unidentified","Unidentified"
"X_14705","Metazoa","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_14712","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_14713","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora","nyingchiensis","Endophyte"
"X_14745","Fungi","Ascomycota","Leotiomycetes","Leotiomycetes_ord_Incertae_sedis","Leotiomycetes_fam_Incertae_sedis","Leotiomycetes_gen_Incertae_sedis","Unidentified","Unidentified"
"X_14760","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Cercozoa_ord_Incertae_sedis","Cercozoa_fam_Incertae_sedis","Cercozoa_gen_Incertae_sedis","Unidentified","Unidentified"
"X_14768","Fungi","Ascomycota","Leotiomycetes","Helotiales","Unidentified","Unidentified","Unidentified","Unidentified"
"X_14771","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_14799","Fungi","Ascomycota","Leotiomycetes","Helotiales","Dermateaceae","Dermateaceae_gen_Incertae_sedis","Unidentified","Unidentified"
"X_14812","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Cercozoa_ord_Incertae_sedis","Cercozoa_fam_Incertae_sedis","Cercozoa_gen_Incertae_sedis","Unidentified","Unidentified"
"X_14833","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariales_fam_Incertae_sedis","Ceratostomella","pyrenaica","Unassigned"
"X_14876","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Mycena","sanguinolenta","Other_RAF"
"X_14877","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Meliniomyces","Unidentified","Endophyte"
"X_14927","Fungi","Ascomycota","Laboulbeniomycetes","Pyxidiophorales","Pyxidiophoraceae","Pyxidiophoraceae_gen_Incertae_sedis","Unidentified","Unidentified"
"X_14931","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_14944","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_14973","Fungi","Ascomycota","Leotiomycetes","Helotiales","Unidentified","Unidentified","Unidentified","Unidentified"
"X_15078","Fungi","Basidiomycota","Microbotryomycetes","Microbotryales","Ustilentylomataceae","Microbotryozyma","collariae","Unassigned"
"X_15174","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Arthrobotrys","Unidentified","Nematophagous"
"X_15202","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_15235","Fungi","Basidiomycota","Agaricomycetes","Trechisporales","Hydnodontaceae","Trechispora","hymenocystis","Unassigned"
"X_15243","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Cercozoa_ord_Incertae_sedis","Cercozoa_fam_Incertae_sedis","Cercozoa_gen_Incertae_sedis","Unidentified","Unidentified"
"X_15248","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Claussenomyces","Unidentified","Unassigned"
"X_15279","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Paecilomyces","Unidentified","Unassigned"
"X_15331","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Irpicaceae","Unidentified","Unidentified","Unidentified"
"X_15350","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Cercozoa_ord_Incertae_sedis","Cercozoa_fam_Incertae_sedis","Cercozoa_gen_Incertae_sedis","Unidentified","Unidentified"
"X_15377","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_15389","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Unidentified","Unidentified","Unidentified","Unidentified"
"X_15400","Fungi","Ascomycota","Dothideomycetes","Venturiales","Sympoventuriaceae","Sympoventuriaceae_gen_Incertae_sedis","Unidentified","Unidentified"
"X_15404","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hymenogastraceae","Gymnopilus","eucalyptorum","Unassigned"
"X_15407","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Strelitzianaceae","Strelitziana","albiziae","Unassigned"
"X_15446","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Unidentified","Unidentified","Unidentified","Unidentified"
"X_15452","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierellaceae_gen_Incertae_sedis","Unidentified","Unidentified"
"X_15467","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae","Clavaria","Unidentified","Unassigned"
"X_15484","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_15486","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_15608","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","centrirufus","EcMF"
"X_15621","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Ripartites","Unidentified","Unassigned"
"X_15625","Fungi","Ascomycota","Sordariomycetes","Xylariales","Hypoxylaceae","Hypoxylon","fuscum","Unassigned"
"X_15641","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Trametes","Unidentified","Unassigned"
"X_15660","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_15680","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Cercozoa_ord_Incertae_sedis","Cercozoa_fam_Incertae_sedis","Cercozoa_gen_Incertae_sedis","Unidentified","Unidentified"
"X_15688","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Chalara","Unidentified","Unassigned"
"X_15693","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Melanconiellaceae","Sheathospora","cornuta","Unassigned"
"X_15711","Fungi","Entomophthoromycota","Entomophthoromycetes","Entomophthorales","Entomophthorales_fam_Incertae_sedis","Entomophthorales_gen_Incertae_sedis","Unidentified","Unidentified"
"X_15766","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Hydropus","marginellus","Unassigned"
"X_15778","Fungi","Kickxellomycota","Ramicandelaberomycetes","Ramicandelaberales","Ramicandelaberales_fam_Incertae_sedis","Ramicandelaberales_gen_Incertae_sedis","Unidentified","Unidentified"
"X_15785","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lyophyllaceae","Lyophyllum","Unidentified","EcMF"
"X_15805","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_15809","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Phanerochaetaceae","Phanerochaete","velutina","Unassigned"
"X_15812","Fungi","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_15825","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Sistotrema","Unidentified","EcMF"
"X_15850","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Thelebolaceae","Thelebolus","Unidentified","Unassigned"
"X_15873","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Sistotrema","oblongisporum","EcMF"
"X_15957","Fungi","Ascomycota","Sordariomycetes","Sordariales","Unidentified","Unidentified","Unidentified","Unidentified"
"X_15970","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_15973","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_15995","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_16012","Fungi","Ascomycota","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_16014","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Mycopan","Unidentified","Unassigned"
"X_16034","Fungi","Ascomycota","Taphrinomycetes","Taphrinales","Taphrinaceae","Taphrina","Unidentified","Unassigned"
"X_16070","Fungi","Ascomycota","Leotiomycetes","Helotiales","Unidentified","Unidentified","Unidentified","Unidentified"
"X_16118","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_16125","Fungi","Ascomycota","Leotiomycetes","Helotiales","Leptodontidiaceae","Leptodontidium","Unidentified","Endophyte"
"X_16126","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Irpicaceae","Efibula","yunnanensis","Unassigned"
"X_16138","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_16143","Fungi","Ascomycota","Sordariomycetes","Sordariales","Podosporaceae","Unidentified","Unidentified","Unidentified"
"X_16158","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"X_16172","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Coprinus","Unidentified","Unassigned"
